=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.03.31 10:24:38 =~=~=~=~=~=~=~=~=~=~=~=
Vibration OFF
Down threshold:   f_down_thr = 475
 
Up threshold:   f_up_thr = 64
Up threshold:   f_up_thr = 31
Up threshold:   f_up_thr = 33
 
Up threshold:   f_up_thr = 324
Down threshold:   f_down_thr = 439
Up threshold:   f_up_thr = 377
Trial 1 started
time, up, down, lbl_up, lbl_down
17.7670, 368, 508, 1, 0
17.7930, 369, 509, 1, 0
17.8200, 367, 509, 1, 0
17.8450, 366, 509, 1, 0
17.8710, 366, 509, 1, 0
17.8970, 367, 508, 1, 0
17.9230, 367, 508, 1, 0
17.9500, 366, 510, 1, 0
17.9750, 366, 510, 1, 0
18.0010, 366, 510, 1, 0
18.0270, 365, 511, 1, 0
18.0530, 364, 512, 1, 0
18.0790, 364, 512, 1, 0
18.1050, 362, 513, 1, 0
18.1310, 359, 516, 1, 0
18.1580, 360, 517, 1, 0
18.1830, 360, 517, 1, 0
18.2090, 358, 518, 1, 0
18.2350, 357, 519, 1, 0
18.2610, 358, 520, 1, 0
18.2880, 358, 521, 1, 0
18.3130, 355, 522, 1, 0
18.3390, 355, 523, 1, 0
18.3650, 356, 524, 1, 0
18.3910, 353, 525, 1, 0
18.4180, 353, 526, 1, 0
18.4430, 355, 527, 1, 0
18.4690, 355, 527, 1, 0
18.4950, 354, 529, 1, 0
18.5210, 353, 531, 1, 0
18.5480, 352, 533, 1, 0
18.5730, 351, 535, 1, 0
18.5990, 349, 537, 1, 0
18.6250, 348, 538, 1, 0
18.6510, 346, 540, 1, 0
18.6770, 345, 541, 1, 0
18.7030, 346, 542, 1, 0
18.7290, 346, 542, 1, 0
18.7560, 347, 542, 1, 0
18.7810, 348, 542, 1, 0
18.8070, 350, 542, 1, 0
18.8330, 351, 542, 1, 0
18.8590, 352, 541, 1, 0
18.8860, 352, 541, 1, 0
18.9110, 353, 541, 1, 0
18.9370, 354, 542, 1, 0
18.9630, 353, 542, 1, 0
18.9890, 354, 542, 1, 0
19.0160, 354, 541, 1, 0
19.0410, 355, 541, 1, 0
19.0670, 355, 541, 1, 0
19.0930, 356, 540, 1, 0
19.1190, 356, 540, 1, 0
19.1450, 357, 539, 1, 0
19.1710, 358, 538, 1, 0
19.1970, 358, 538, 1, 0
19.2230, 358, 538, 1, 0
19.2490, 358, 538, 1, 0
19.2750, 358, 538, 1, 0
19.3010, 357, 538, 1, 0
19.3270, 358, 536, 1, 0
19.3540, 358, 535, 1, 0
19.3790, 358, 535, 1, 0
19.4050, 359, 534, 1, 0
19.4310, 359, 530, 1, 0
19.4570, 360, 529, 1, 0
19.4840, 361, 526, 1, 0
19.5090, 362, 523, 1, 0
19.5350, 363, 522, 1, 0
19.5610, 363, 522, 1, 0
19.5870, 363, 520, 1, 0
19.6140, 363, 518, 1, 0
19.6390, 364, 516, 1, 0
19.6650, 364, 514, 1, 0
19.6910, 365, 513, 1, 0
19.7170, 365, 512, 1, 0
19.7430, 365, 509, 1, 0
19.7690, 366, 506, 1, 0
19.7950, 365, 506, 1, 0
19.8220, 365, 507, 1, 0
19.8470, 364, 506, 1, 0
19.8730, 364, 507, 1, 0
19.8990, 365, 506, 1, 0
19.9250, 366, 504, 1, 0
19.9520, 366, 504, 1, 0
19.9770, 367, 505, 1, 0
20.0030, 366, 505, 1, 0
20.0290, 366, 506, 1, 0
20.0550, 367, 507, 1, 0
20.0820, 367, 506, 1, 0
20.1070, 367, 507, 1, 0
20.1330, 365, 508, 1, 0
20.1590, 366, 509, 1, 0
20.1850, 366, 508, 1, 0
20.2120, 366, 509, 1, 0
20.2370, 364, 511, 1, 0
20.2630, 364, 512, 1, 0
20.2890, 364, 512, 1, 0
20.3150, 363, 513, 1, 0
20.3410, 361, 515, 1, 0
20.3670, 361, 516, 1, 0
20.3930, 360, 516, 1, 0
20.4200, 358, 518, 1, 0
20.4450, 358, 519, 1, 0
20.4710, 360, 518, 1, 0
20.4970, 361, 518, 1, 0
20.5230, 360, 519, 1, 0
20.5500, 361, 520, 1, 0
20.5750, 362, 520, 1, 0
20.6010, 362, 521, 1, 0
20.6270, 361, 522, 1, 0
20.6530, 362, 523, 1, 0
20.6800, 360, 525, 1, 0
20.7050, 354, 528, 1, 0
20.7310, 355, 529, 1, 0
20.7570, 356, 530, 1, 0
20.7830, 357, 532, 1, 0
20.8090, 357, 533, 1, 0
20.8350, 355, 534, 1, 0
20.8610, 353, 535, 1, 0
20.8870, 353, 536, 1, 0
20.9130, 353, 536, 1, 0
20.9390, 354, 536, 1, 0
20.9650, 357, 535, 1, 0
20.9910, 357, 535, 1, 0
21.0180, 359, 534, 1, 0
21.0430, 360, 534, 1, 0
21.0690, 361, 535, 1, 0
21.0950, 361, 536, 1, 0
21.1210, 360, 537, 1, 0
21.1480, 360, 537, 1, 0
21.1730, 360, 537, 1, 0
21.1990, 359, 537, 1, 0
21.2250, 360, 537, 1, 0
21.2510, 360, 537, 1, 0
21.2780, 360, 537, 1, 0
21.3030, 360, 537, 1, 0
21.3290, 360, 536, 1, 0
21.3550, 361, 535, 1, 0
21.3810, 361, 535, 1, 0
21.4070, 361, 536, 1, 0
21.4330, 361, 536, 1, 0
21.4590, 362, 535, 1, 0
21.4860, 362, 535, 1, 0
21.5110, 362, 535, 1, 0
21.5370, 362, 535, 1, 0
21.5630, 361, 536, 1, 0
21.5890, 360, 537, 1, 0
21.6160, 361, 536, 1, 0
21.6410, 361, 536, 1, 0
21.6670, 363, 535, 1, 0
21.6930, 363, 534, 1, 0
21.7190, 363, 534, 1, 0
21.7460, 363, 533, 1, 0
21.7710, 364, 533, 1, 0
21.7970, 364, 532, 1, 0
21.8230, 364, 531, 1, 0
21.8490, 364, 530, 1, 0
21.8760, 364, 530, 1, 0
21.9010, 364, 531, 1, 0
21.9270, 365, 530, 1, 0
21.9530, 366, 527, 1, 0
21.9790, 367, 527, 1, 0
22.0050, 367, 526, 1, 0
22.0310, 368, 526, 1, 0
22.0570, 369, 523, 1, 0
22.0840, 370, 522, 1, 0
22.1090, 371, 523, 1, 0
22.1350, 372, 523, 1, 0
22.1610, 372, 523, 1, 0
22.1870, 372, 523, 1, 0
22.2140, 373, 521, 1, 0
22.2390, 374, 519, 1, 0
22.2650, 375, 520, 1, 0
22.2910, 375, 519, 1, 0
22.3170, 375, 517, 1, 0
22.3440, 375, 518, 1, 0
22.3690, 376, 515, 1, 0
22.3950, 377, 512, 0, 0
22.4210, 377, 507, 0, 0
22.4470, 380, 502, 0, 0
22.4730, 380, 503, 0, 0
22.4990, 379, 505, 0, 0
22.5250, 376, 505, 1, 0
22.5510, 375, 507, 1, 0
22.5770, 374, 507, 1, 0
22.6030, 375, 505, 1, 0
22.6290, 375, 503, 1, 0
22.6550, 375, 502, 1, 0
22.6820, 375, 503, 1, 0
22.7070, 374, 504, 1, 0
22.7330, 374, 504, 1, 0
22.7590, 374, 504, 1, 0
22.7850, 373, 505, 1, 0
22.8120, 373, 505, 1, 0
22.8370, 374, 505, 1, 0
22.8630, 373, 506, 1, 0
22.8890, 373, 507, 1, 0
22.9150, 373, 507, 1, 0
22.9420, 374, 507, 1, 0
22.9670, 373, 507, 1, 0
22.9930, 373, 507, 1, 0
23.0190, 372, 507, 1, 0
23.0450, 371, 508, 1, 0
23.0710, 372, 508, 1, 0
23.0970, 372, 508, 1, 0
Trial 2 ended
Trial 3 started
time, up, down, lbl_up, lbl_down
0.0000, 388, 500, 0, 0
0.0100, 389, 500, 0, 0
0.0350, 389, 500, 0, 0
0.0600, 388, 500, 0, 0
0.0840, 389, 500, 0, 0
0.1100, 389, 500, 0, 0
0.1350, 389, 500, 0, 0
0.1590, 389, 500, 0, 0
0.1850, 389, 500, 0, 0
0.2090, 389, 500, 0, 0
0.2350, 389, 500, 0, 0
0.2600, 389, 500, 0, 0
0.2840, 389, 500, 0, 0
0.3100, 389, 500, 0, 0
0.3340, 390, 500, 0, 0
0.3590, 390, 500, 0, 0
0.3850, 390, 500, 0, 0
0.4090, 390, 500, 0, 0
0.4350, 390, 500, 0, 0
0.4590, 390, 501, 0, 0
0.4840, 390, 501, 0, 0
0.5090, 390, 500, 0, 0
0.5340, 390, 500, 0, 0
0.5590, 390, 500, 0, 0
0.5840, 390, 500, 0, 0
0.6090, 390, 500, 0, 0
0.6340, 390, 500, 0, 0
0.6590, 390, 500, 0, 0
0.6840, 389, 500, 0, 0
0.7090, 389, 501, 0, 0
0.7340, 390, 500, 0, 0
0.7580, 389, 501, 0, 0
0.7840, 390, 501, 0, 0
0.8080, 391, 501, 0, 0
0.8340, 393, 500, 0, 0
0.8590, 394, 501, 0, 0
0.8830, 394, 501, 0, 0
0.9090, 394, 501, 0, 0
0.9330, 394, 501, 0, 0
0.9580, 394, 501, 0, 0
0.9840, 395, 501, 0, 0
1.0080, 395, 501, 0, 0
1.0340, 395, 501, 0, 0
1.0580, 393, 502, 0, 0
1.0830, 394, 502, 0, 0
1.1080, 394, 502, 0, 0
1.1330, 393, 502, 0, 0
1.1580, 394, 503, 0, 0
1.1830, 395, 503, 0, 0
1.2080, 395, 504, 0, 0
1.2330, 396, 504, 0, 0
1.2580, 399, 504, 0, 0
1.2830, 400, 505, 0, 0
1.3080, 401, 505, 0, 0
1.3330, 402, 505, 0, 0
1.3570, 403, 505, 0, 0
1.3830, 404, 505, 0, 0
1.4080, 405, 504, 0, 0
1.4330, 407, 504, 0, 0
1.4580, 409, 504, 0, 0
1.4820, 410, 503, 0, 0
1.5080, 411, 503, 0, 0
1.5320, 411, 503, 0, 0
1.5570, 412, 503, 0, 0
1.5830, 412, 504, 0, 0
1.6070, 412, 504, 0, 0
1.6330, 412, 505, 0, 0
1.6570, 411, 505, 0, 0
1.6820, 411, 505, 0, 0
1.7080, 412, 506, 0, 0
1.7320, 411, 506, 0, 0
1.7570, 411, 506, 0, 0
1.7820, 411, 506, 0, 0
1.8070, 411, 506, 0, 0
1.8320, 410, 506, 0, 0
1.8570, 410, 507, 0, 0
1.8820, 411, 507, 0, 0
1.9070, 411, 507, 0, 0
1.9320, 411, 506, 0, 0
1.9560, 410, 507, 0, 0
1.9820, 409, 507, 0, 0
2.0070, 409, 506, 0, 0
2.0320, 410, 506, 0, 0
2.0570, 409, 506, 0, 0
2.0810, 409, 506, 0, 0
2.1070, 409, 505, 0, 0
2.1310, 410, 504, 0, 0
2.1560, 410, 503, 0, 0
2.1820, 411, 501, 0, 0
2.2060, 410, 502, 0, 0
2.2320, 408, 503, 0, 0
2.2560, 407, 502, 0, 0
2.2810, 409, 500, 0, 0
2.3070, 409, 500, 0, 0
2.3310, 408, 498, 0, 0
2.3560, 405, 496, 0, 0
2.3810, 405, 496, 0, 0
2.4060, 403, 492, 0, 0
2.4320, 401, 490, 0, 0
2.4560, 397, 491, 0, 0
2.4810, 394, 492, 0, 0
2.5060, 393, 490, 0, 0
2.5310, 394, 488, 0, 0
2.5550, 395, 487, 0, 0
2.5810, 395, 486, 0, 0
2.6060, 395, 486, 0, 0
2.6310, 395, 486, 0, 0
2.6560, 393, 486, 0, 0
2.6800, 391, 487, 0, 0
2.7060, 389, 488, 0, 0
2.7310, 387, 489, 0, 0
2.7550, 388, 489, 0, 0
2.7810, 387, 489, 0, 0
2.8050, 387, 490, 0, 0
2.8310, 388, 490, 0, 0
2.8550, 388, 490, 0, 0
2.8800, 387, 490, 0, 0
2.9060, 385, 491, 0, 0
2.9300, 383, 492, 0, 0
2.9550, 383, 493, 0, 0
2.9800, 383, 493, 0, 0
3.0050, 383, 494, 0, 0
3.0310, 383, 494, 0, 0
3.0550, 382, 495, 0, 0
3.0800, 380, 497, 0, 0
3.1050, 379, 498, 0, 0
3.1300, 380, 499, 0, 0
3.1540, 382, 500, 0, 0
3.1800, 381, 501, 0, 0
3.2050, 382, 502, 0, 0
3.2300, 384, 503, 0, 0
3.2550, 384, 504, 0, 0
3.2790, 382, 505, 0, 0
3.3050, 384, 506, 0, 0
3.3300, 387, 506, 0, 0
3.3540, 387, 507, 0, 0
3.3800, 387, 507, 0, 0
3.4040, 387, 508, 0, 0
3.4300, 386, 508, 0, 0
3.4540, 385, 509, 0, 0
3.4790, 386, 509, 0, 0
3.5050, 385, 509, 0, 0
3.5290, 384, 511, 0, 0
3.5540, 385, 511, 0, 0
3.5790, 386, 512, 0, 0
3.6040, 387, 512, 0, 0
3.6300, 388, 512, 0, 0
3.6540, 390, 512, 0, 0
3.6790, 392, 512, 0, 0
3.7040, 394, 513, 0, 0
3.7290, 395, 512, 0, 0
3.7530, 397, 512, 0, 0
3.7790, 398, 513, 0, 0
3.8040, 399, 512, 0, 0
3.8290, 400, 512, 0, 0
3.8540, 400, 513, 0, 0
3.8780, 400, 513, 0, 0
3.9040, 400, 513, 0, 0
3.9290, 401, 512, 0, 0
3.9530, 401, 512, 0, 0
3.9790, 401, 513, 0, 0
4.0030, 401, 513, 0, 0
4.0290, 402, 511, 0, 0
4.0540, 403, 511, 0, 0
4.0780, 404, 509, 0, 0
4.1040, 405, 507, 0, 0
4.1280, 406, 507, 0, 0
4.1530, 405, 509, 0, 0
4.1780, 406, 506, 0, 0
4.2030, 408, 501, 0, 0
4.2290, 409, 500, 0, 0
4.2530, 410, 497, 0, 0
4.2780, 412, 494, 0, 0
4.3030, 413, 493, 0, 0
4.3280, 415, 489, 0, 0
4.3530, 417, 483, 0, 0
4.3780, 419, 479, 0, 0
4.4030, 421, 477, 0, 0
4.4280, 421, 476, 0, 0
4.4530, 423, 472, 0, 0
4.4770, 424, 469, 0, 0
4.5030, 425, 470, 0, 0
4.5280, 425, 471, 0, 0
4.5520, 425, 470, 0, 0
4.5780, 424, 472, 0, 0
4.6020, 422, 474, 0, 0
4.6280, 421, 476, 0, 0
4.6530, 419, 478, 0, 0
4.6770, 418, 479, 0, 0
4.7030, 419, 480, 0, 0
4.7270, 419, 480, 0, 0
4.7520, 418, 480, 0, 0
4.7770, 417, 481, 0, 0
4.8020, 417, 481, 0, 0
4.8280, 417, 482, 0, 0
4.8520, 416, 482, 0, 0
4.8770, 415, 482, 0, 0
4.9020, 414, 482, 0, 0
4.9270, 411, 483, 0, 0
4.9520, 411, 483, 0, 0
4.9770, 411, 484, 0, 0
5.0020, 408, 485, 0, 0
5.0270, 406, 486, 0, 0
5.0520, 406, 488, 0, 0
5.0760, 406, 488, 0, 0
5.1020, 404, 489, 0, 0
5.1270, 400, 492, 0, 0
5.1510, 398, 493, 0, 0
5.1770, 396, 495, 0, 0
5.2010, 395, 496, 0, 0
5.2270, 391, 498, 0, 0
5.2520, 387, 500, 0, 0
5.2760, 384, 502, 0, 0
5.3020, 382, 504, 0, 0
5.3260, 379, 505, 0, 0
5.3510, 377, 507, 0, 0
5.3770, 376, 509, 1, 0
5.4010, 375, 510, 1, 0
5.4270, 372, 511, 1, 0
5.4510, 369, 512, 1, 0
5.4760, 371, 513, 1, 0
5.5010, 373, 514, 1, 0
5.5260, 370, 515, 1, 0
5.5510, 369, 516, 1, 0
5.5760, 372, 517, 1, 0
5.6010, 373, 517, 1, 0
5.6260, 373, 518, 1, 0
5.6510, 374, 518, 1, 0
5.6760, 376, 518, 1, 0
5.7010, 379, 518, 0, 0
5.7260, 382, 517, 0, 0
5.7500, 386, 516, 0, 0
5.7760, 389, 515, 0, 0
5.8000, 392, 514, 0, 0
5.8260, 394, 513, 0, 0
5.8510, 397, 513, 0, 0
5.8750, 398, 513, 0, 0
5.9010, 398, 514, 0, 0
5.9250, 399, 514, 0, 0
5.9500, 399, 514, 0, 0
5.9760, 399, 514, 0, 0
6.0000, 400, 514, 0, 0
6.0260, 401, 513, 0, 0
6.0500, 401, 514, 0, 0
6.0750, 401, 515, 0, 0
6.1000, 401, 514, 0, 0
6.1250, 399, 515, 0, 0
6.1500, 398, 516, 0, 0
6.1750, 399, 515, 0, 0
6.2000, 400, 513, 0, 0
6.2250, 400, 510, 0, 0
6.2500, 401, 509, 0, 0
6.2750, 401, 508, 0, 0
6.3000, 402, 505, 0, 0
6.3250, 403, 501, 0, 0
6.3490, 405, 499, 0, 0
6.3750, 406, 497, 0, 0
6.4000, 407, 495, 0, 0
6.4250, 409, 491, 0, 0
6.4500, 411, 489, 0, 0
6.4740, 411, 490, 0, 0
6.5000, 411, 489, 0, 0
6.5240, 412, 485, 0, 0
6.5490, 412, 486, 0, 0
6.5750, 411, 488, 0, 0
6.5990, 410, 487, 0, 0
6.6250, 410, 488, 0, 0
6.6490, 409, 489, 0, 0
6.6740, 407, 490, 0, 0
6.7000, 406, 490, 0, 0
6.7240, 406, 490, 0, 0
6.7490, 406, 490, 0, 0
6.7740, 406, 490, 0, 0
6.7990, 406, 490, 0, 0
6.8240, 407, 489, 0, 0
6.8490, 407, 489, 0, 0
6.8740, 406, 490, 0, 0
6.8990, 406, 490, 0, 0
6.9240, 406, 489, 0, 0
6.9480, 405, 489, 0, 0
6.9740, 403, 491, 0, 0
6.9990, 399, 493, 0, 0
7.0240, 398, 494, 0, 0
7.0490, 399, 494, 0, 0
7.0730, 399, 494, 0, 0
7.0990, 398, 496, 0, 0
7.1230, 398, 497, 0, 0
7.1480, 397, 498, 0, 0
7.1740, 393, 500, 0, 0
7.1980, 391, 502, 0, 0
7.2240, 392, 503, 0, 0
7.2480, 391, 504, 0, 0
7.2730, 389, 505, 0, 0
7.2990, 389, 507, 0, 0
7.3230, 388, 508, 0, 0
7.3480, 382, 509, 0, 0
7.3730, 377, 512, 0, 0
7.3980, 378, 513, 0, 0
7.4240, 380, 514, 0, 0
7.4480, 378, 514, 0, 0
7.4730, 376, 515, 1, 0
7.4980, 378, 516, 0, 0
7.5230, 378, 516, 0, 0
7.5470, 377, 517, 0, 0
7.5730, 379, 517, 0, 0
7.5980, 381, 517, 0, 0
7.6230, 382, 518, 0, 0
7.6480, 383, 518, 0, 0
7.6720, 384, 518, 0, 0
7.6980, 386, 518, 0, 0
7.7230, 387, 518, 0, 0
7.7470, 388, 518, 0, 0
7.7730, 390, 517, 0, 0
7.7970, 390, 516, 0, 0
7.8230, 391, 517, 0, 0
7.8470, 391, 517, 0, 0
7.8720, 391, 518, 0, 0
7.8980, 391, 518, 0, 0
7.9220, 391, 518, 0, 0
7.9470, 392, 517, 0, 0
7.9720, 393, 516, 0, 0
7.9970, 394, 516, 0, 0
8.0230, 396, 515, 0, 0
8.0470, 397, 515, 0, 0
8.0720, 398, 514, 0, 0
8.0970, 399, 513, 0, 0
8.1220, 399, 513, 0, 0
8.1460, 400, 513, 0, 0
8.1720, 401, 512, 0, 0
8.1970, 401, 512, 0, 0
8.2220, 402, 510, 0, 0
8.2470, 404, 507, 0, 0
8.2710, 406, 505, 0, 0
8.2970, 407, 503, 0, 0
8.3220, 408, 504, 0, 0
8.3460, 408, 504, 0, 0
8.3720, 409, 500, 0, 0
8.3960, 410, 498, 0, 0
8.4220, 410, 499, 0, 0
8.4460, 409, 498, 0, 0
8.4710, 409, 498, 0, 0
8.4970, 409, 498, 0, 0
8.5210, 407, 498, 0, 0
8.5460, 406, 499, 0, 0
8.5710, 405, 498, 0, 0
8.5960, 403, 499, 0, 0
8.6220, 401, 498, 0, 0
8.6460, 400, 499, 0, 0
8.6710, 397, 500, 0, 0
8.6960, 396, 499, 0, 0
8.7210, 395, 499, 0, 0
8.7450, 395, 500, 0, 0
8.7710, 394, 500, 0, 0
8.7960, 394, 499, 0, 0
8.8210, 392, 499, 0, 0
8.8460, 390, 500, 0, 0
8.8700, 389, 500, 0, 0
8.8960, 388, 500, 0, 0
8.9210, 386, 500, 0, 0
8.9450, 386, 501, 0, 0
8.9710, 385, 501, 0, 0
8.9950, 383, 502, 0, 0
9.0210, 383, 503, 0, 0
9.0460, 383, 504, 0, 0
9.0700, 383, 505, 0, 0
9.0960, 381, 506, 0, 0
9.1200, 382, 507, 0, 0
9.1450, 384, 507, 0, 0
9.1700, 384, 507, 0, 0
9.1950, 381, 509, 0, 0
9.2210, 379, 511, 0, 0
9.2450, 380, 512, 0, 0
9.2700, 380, 513, 0, 0
9.2950, 374, 515, 1, 0
9.3200, 371, 517, 1, 0
9.3450, 374, 517, 1, 0
9.3700, 374, 517, 1, 0
9.3950, 368, 518, 1, 0
9.4200, 368, 519, 1, 0
9.4450, 369, 520, 1, 0
9.4690, 366, 520, 1, 0
9.4950, 366, 521, 1, 0
9.5200, 368, 522, 1, 0
9.5440, 369, 522, 1, 0
9.5700, 370, 522, 1, 0
9.5940, 372, 522, 1, 0
9.6200, 374, 523, 1, 0
9.6450, 376, 523, 1, 0
9.6690, 378, 523, 0, 0
9.6950, 379, 523, 0, 0
9.7190, 380, 524, 0, 0
9.7440, 382, 524, 0, 0
9.7690, 383, 524, 0, 0
9.7940, 384, 524, 0, 0
9.8200, 384, 524, 0, 0
9.8440, 384, 524, 0, 0
9.8690, 385, 523, 0, 0
9.8940, 385, 523, 0, 0
9.9190, 386, 524, 0, 0
9.9440, 386, 523, 0, 0
9.9690, 388, 523, 0, 0
9.9940, 389, 522, 0, 0
10.0190, 390, 522, 0, 0
10.0450, 391, 521, 0, 0
10.0710, 393, 520, 0, 0
10.0970, 394, 520, 0, 0
10.1230, 395, 520, 0, 0
10.1480, 396, 518, 0, 0
10.1750, 397, 518, 0, 0
10.2010, 397, 518, 0, 0
10.2270, 399, 513, 0, 0
10.2530, 403, 509, 0, 0
10.2780, 404, 507, 0, 0
10.3050, 407, 504, 0, 0
10.3310, 409, 501, 0, 0
10.3570, 410, 500, 0, 0
10.3830, 411, 497, 0, 0
10.4080, 414, 490, 0, 0
10.4350, 416, 488, 0, 0
10.4610, 417, 488, 0, 0
10.4870, 417, 488, 0, 0
10.5130, 417, 488, 0, 0
10.5390, 417, 490, 0, 0
10.5650, 415, 491, 0, 0
10.5910, 415, 491, 0, 0
10.6170, 414, 492, 0, 0
10.6430, 411, 493, 0, 0
10.6690, 410, 495, 0, 0
10.6950, 407, 496, 0, 0
10.7210, 405, 498, 0, 0
10.7460, 406, 498, 0, 0
10.7730, 406, 499, 0, 0
10.7990, 405, 499, 0, 0
10.8250, 406, 499, 0, 0
10.8510, 405, 499, 0, 0
10.8760, 404, 500, 0, 0
10.9030, 404, 500, 0, 0
10.9290, 400, 501, 0, 0
10.9550, 399, 501, 0, 0
10.9810, 400, 502, 0, 0
11.0060, 399, 502, 0, 0
11.0330, 398, 504, 0, 0
11.0590, 397, 505, 0, 0
11.0850, 395, 506, 0, 0
11.1110, 393, 507, 0, 0
11.1370, 390, 509, 0, 0
11.1630, 387, 511, 0, 0
11.1890, 385, 512, 0, 0
11.2140, 381, 513, 0, 0
11.2410, 373, 516, 1, 0
11.2670, 372, 517, 1, 0
11.2930, 371, 518, 1, 0
11.3190, 368, 519, 1, 0
11.3440, 365, 520, 1, 0
11.3710, 364, 522, 1, 0
11.3970, 362, 522, 1, 0
11.4230, 357, 524, 1, 0
11.4490, 358, 525, 1, 0
11.4740, 360, 526, 1, 0
11.5010, 360, 526, 1, 0
11.5270, 362, 526, 1, 0
11.5530, 363, 526, 1, 0
11.5790, 363, 527, 1, 0
11.6040, 363, 527, 1, 0
11.6310, 365, 527, 1, 0
11.6570, 367, 527, 1, 0
11.6830, 368, 527, 1, 0
11.7090, 371, 527, 1, 0
11.7350, 373, 527, 1, 0
11.7610, 375, 526, 1, 0
11.7870, 377, 525, 0, 0
11.8120, 378, 525, 0, 0
11.8390, 380, 524, 0, 0
11.8650, 380, 525, 0, 0
11.8910, 381, 525, 0, 0
11.9170, 382, 524, 0, 0
11.9420, 382, 524, 0, 0
11.9690, 383, 524, 0, 0
11.9950, 385, 522, 0, 0
12.0210, 385, 522, 0, 0
12.0470, 386, 522, 0, 0
12.0720, 387, 520, 0, 0
12.0990, 389, 519, 0, 0
12.1250, 389, 520, 0, 0
12.1510, 390, 518, 0, 0
12.1770, 392, 514, 0, 0
12.2030, 394, 514, 0, 0
12.2290, 395, 512, 0, 0
12.2550, 397, 509, 0, 0
12.2810, 398, 509, 0, 0
12.3070, 400, 506, 0, 0
12.3330, 401, 505, 0, 0
12.3590, 402, 505, 0, 0
12.3850, 403, 504, 0, 0
12.4100, 404, 501, 0, 0
12.4370, 404, 500, 0, 0
12.4630, 405, 500, 0, 0
12.4890, 404, 498, 0, 0
12.5150, 405, 496, 0, 0
12.5400, 406, 496, 0, 0
12.5670, 405, 497, 0, 0
12.5930, 404, 498, 0, 0
12.6190, 401, 499, 0, 0
12.6450, 396, 502, 0, 0
12.6700, 395, 503, 0, 0
12.6970, 394, 504, 0, 0
12.7230, 392, 504, 0, 0
12.7490, 390, 505, 0, 0
12.7750, 392, 505, 0, 0
12.8010, 392, 504, 0, 0
12.8270, 392, 504, 0, 0
12.8530, 392, 504, 0, 0
12.8780, 391, 504, 0, 0
12.9050, 391, 503, 0, 0
12.9310, 392, 503, 0, 0
12.9570, 390, 504, 0, 0
12.9830, 389, 505, 0, 0
13.0080, 390, 505, 0, 0
13.0350, 391, 506, 0, 0
13.0610, 387, 507, 0, 0
13.0870, 386, 509, 0, 0
13.1130, 387, 509, 0, 0
13.1380, 387, 509, 0, 0
13.1650, 384, 510, 0, 0
13.1910, 383, 512, 0, 0
13.2170, 380, 513, 0, 0
13.2430, 376, 515, 1, 0
13.2680, 375, 516, 1, 0
13.2950, 376, 517, 1, 0
13.3210, 374, 518, 1, 0
13.3470, 371, 519, 1, 0
13.3730, 370, 520, 1, 0
13.3990, 365, 522, 1, 0
13.4250, 362, 524, 1, 0
13.4510, 364, 524, 1, 0
13.4760, 365, 525, 1, 0
13.5030, 361, 526, 1, 0
13.5290, 361, 527, 1, 0
13.5550, 362, 528, 1, 0
13.5810, 360, 528, 1, 0
13.6060, 361, 529, 1, 0
13.6330, 364, 529, 1, 0
13.6590, 367, 529, 1, 0
13.6850, 368, 530, 1, 0
13.7110, 369, 529, 1, 0
13.7360, 373, 529, 1, 0
13.7630, 375, 528, 1, 0
13.7890, 377, 527, 0, 0
13.8150, 379, 527, 0, 0
13.8410, 380, 526, 0, 0
13.8670, 381, 526, 0, 0
13.8930, 382, 526, 0, 0
13.9190, 383, 526, 0, 0
13.9450, 384, 525, 0, 0
13.9710, 386, 523, 0, 0
13.9970, 387, 523, 0, 0
14.0230, 388, 523, 0, 0
14.0490, 389, 523, 0, 0
14.0740, 389, 521, 0, 0
14.1010, 390, 522, 0, 0
14.1270, 390, 523, 0, 0
14.1530, 390, 522, 0, 0
14.1790, 390, 520, 0, 0
14.2040, 391, 519, 0, 0
14.2310, 392, 517, 0, 0
14.2570, 393, 516, 0, 0
14.2830, 393, 515, 0, 0
14.3090, 395, 511, 0, 0
14.3340, 397, 509, 0, 0
14.3610, 398, 505, 0, 0
14.3870, 401, 502, 0, 0
14.4130, 403, 499, 0, 0
14.4390, 405, 497, 0, 0
14.4650, 406, 496, 0, 0
14.4910, 406, 496, 0, 0
14.5170, 406, 496, 0, 0
14.5420, 406, 495, 0, 0
14.5690, 408, 492, 0, 0
14.5950, 408, 492, 0, 0
14.6210, 408, 493, 0, 0
14.6470, 407, 496, 0, 0
14.6720, 408, 497, 0, 0
14.6990, 408, 496, 0, 0
14.7250, 405, 497, 0, 0
14.7510, 402, 500, 0, 0
14.7770, 401, 500, 0, 0
14.8020, 400, 500, 0, 0
14.8290, 400, 500, 0, 0
14.8550, 400, 500, 0, 0
14.8810, 400, 501, 0, 0
14.9070, 399, 501, 0, 0
14.9320, 400, 501, 0, 0
14.9590, 399, 501, 0, 0
14.9850, 396, 502, 0, 0
15.0110, 396, 503, 0, 0
15.0370, 397, 503, 0, 0
15.0630, 396, 503, 0, 0
15.0890, 393, 505, 0, 0
15.1150, 392, 506, 0, 0
15.1400, 391, 506, 0, 0
15.1670, 389, 507, 0, 0
15.1930, 386, 509, 0, 0
