=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.03.31 10:24:38 =~=~=~=~=~=~=~=~=~=~=~=
Vibration OFF
Down threshold:   f_down_thr = 475
 
Up threshold:   f_up_thr = 64
Up threshold:   f_up_thr = 31
Up threshold:   f_up_thr = 33
 
Up threshold:   f_up_thr = 324
Down threshold:   f_down_thr = 439
Up threshold:   f_up_thr = 377
Trial 1 started
time, up, down, lbl_up, lbl_down
9.7450, 369, 531, 0, 1
9.7690, 369, 531, 0, 1
9.7940, 369, 531, 0, 1
9.8190, 369, 531, 0, 1
9.8440, 369, 531, 0, 1
9.8680, 370, 531, 0, 1
9.8940, 369, 531, 0, 1
9.9190, 369, 531, 0, 1
9.9440, 369, 531, 0, 1
9.9690, 369, 532, 0, 0
9.9930, 369, 532, 0, 0
10.0190, 368, 532, 0, 0
10.0450, 368, 532, 0, 0
10.0700, 368, 533, 0, 0
10.0970, 368, 531, 0, 1
10.1220, 367, 532, 0, 0
10.1490, 366, 532, 0, 0
10.1750, 366, 532, 0, 0
10.2000, 365, 532, 0, 0
10.2270, 364, 534, 0, 0
10.2520, 363, 533, 0, 0
10.2790, 362, 533, 0, 0
10.3050, 361, 534, 0, 0
10.3300, 361, 535, 0, 0
10.3570, 360, 535, 0, 0
10.3820, 358, 537, 0, 0
10.4090, 359, 536, 0, 0
10.4350, 358, 537, 0, 0
10.4600, 358, 537, 0, 0
10.4870, 356, 537, 0, 0
10.5130, 357, 538, 0, 0
10.5380, 358, 539, 0, 0
10.5650, 357, 538, 0, 0
10.5900, 356, 538, 0, 0
10.6170, 356, 539, 0, 0
10.6430, 355, 538, 0, 0
10.6680, 356, 539, 0, 0
10.6950, 356, 540, 0, 0
10.7200, 357, 540, 0, 0
10.7470, 357, 541, 0, 0
10.7730, 357, 541, 0, 0
10.7980, 357, 541, 0, 0
10.8250, 357, 541, 0, 0
10.8500, 357, 541, 0, 0
10.8770, 358, 541, 0, 0
10.9030, 357, 542, 0, 0
10.9280, 357, 542, 0, 0
10.9550, 357, 542, 0, 0
10.9810, 358, 542, 0, 0
11.0070, 358, 542, 0, 0
11.0330, 358, 543, 0, 0
11.0580, 358, 542, 0, 0
11.0850, 358, 542, 0, 0
11.1110, 358, 542, 0, 0
11.1360, 359, 542, 0, 0
11.1630, 358, 542, 0, 0
11.1880, 358, 542, 0, 0
11.2150, 359, 542, 0, 0
11.2410, 361, 543, 0, 0
11.2660, 360, 541, 0, 0
11.2930, 361, 541, 0, 0
11.3180, 361, 542, 0, 0
11.3450, 361, 541, 0, 0
11.3710, 361, 541, 0, 0
11.3960, 361, 541, 0, 0
11.4230, 362, 541, 0, 0
11.4480, 363, 542, 0, 0
11.4750, 363, 541, 0, 0
11.5010, 362, 541, 0, 0
11.5260, 363, 541, 0, 0
11.5530, 363, 541, 0, 0
11.5790, 363, 541, 0, 0
11.6040, 363, 541, 0, 0
11.6310, 363, 541, 0, 0
11.6560, 364, 542, 0, 0
11.6830, 363, 541, 0, 0
11.7090, 364, 541, 0, 0
11.7340, 363, 541, 0, 0
11.7610, 363, 540, 0, 0
11.7860, 363, 540, 0, 0
11.8130, 363, 541, 0, 0
11.8390, 364, 539, 0, 0
11.8640, 364, 539, 0, 0
11.8910, 363, 538, 0, 0
11.9160, 363, 537, 0, 0
11.9430, 364, 536, 0, 0
11.9690, 364, 536, 0, 0
11.9940, 364, 535, 0, 0
12.0210, 365, 535, 0, 0
12.0460, 365, 534, 0, 0
12.0730, 365, 534, 0, 0
12.0990, 364, 533, 0, 0
12.1240, 365, 533, 0, 0
12.1510, 365, 532, 0, 0
12.1770, 364, 532, 0, 0
12.2020, 365, 533, 0, 0
12.2290, 365, 532, 0, 0
12.2540, 364, 533, 0, 0
12.2810, 364, 534, 0, 0
12.3070, 363, 534, 0, 0
12.3320, 363, 534, 0, 0
12.3590, 364, 533, 0, 0
12.3840, 364, 533, 0, 0
12.4110, 365, 533, 0, 0
12.4370, 364, 533, 0, 0
12.4620, 364, 534, 0, 0
12.4890, 363, 534, 0, 0
12.5140, 364, 535, 0, 0
12.5410, 363, 535, 0, 0
12.5670, 362, 535, 0, 0
12.5920, 363, 534, 0, 0
12.6190, 362, 534, 0, 0
12.6450, 362, 535, 0, 0
12.6710, 361, 535, 0, 0
12.6970, 360, 536, 0, 0
12.7220, 360, 537, 0, 0
12.7490, 359, 537, 0, 0
12.7750, 360, 537, 0, 0
12.8000, 359, 538, 0, 0
12.8270, 358, 538, 0, 0
12.8520, 357, 539, 0, 0
12.8790, 357, 540, 0, 0
12.9050, 357, 540, 0, 0
12.9300, 356, 539, 0, 0
12.9570, 358, 540, 0, 0
12.9820, 357, 541, 0, 0
13.0090, 357, 540, 0, 0
13.0350, 357, 541, 0, 0
13.0600, 357, 542, 0, 0
13.0870, 358, 541, 0, 0
13.1120, 358, 541, 0, 0
13.1390, 358, 542, 0, 0
13.1650, 358, 542, 0, 0
13.1900, 358, 542, 0, 0
13.2170, 358, 542, 0, 0
13.2430, 357, 542, 0, 0
13.2680, 358, 543, 0, 0
13.2950, 358, 543, 0, 0
13.3200, 358, 542, 0, 0
13.3470, 357, 543, 0, 0
13.3730, 358, 543, 0, 0
13.3980, 358, 544, 0, 0
13.4250, 359, 543, 0, 0
13.4500, 358, 543, 0, 0
13.4770, 358, 544, 0, 0
13.5030, 358, 544, 0, 0
13.5280, 359, 544, 0, 0
13.5550, 358, 543, 0, 0
13.5800, 360, 544, 0, 0
13.6070, 359, 543, 0, 0
13.6330, 359, 543, 0, 0
13.6580, 359, 543, 0, 0
13.6850, 361, 543, 0, 0
13.7100, 361, 543, 0, 0
13.7370, 361, 543, 0, 0
13.7630, 362, 543, 0, 0
13.7880, 361, 543, 0, 0
13.8150, 362, 542, 0, 0
13.8410, 362, 542, 0, 0
13.8660, 363, 542, 0, 0
13.8930, 363, 543, 0, 0
13.9180, 363, 543, 0, 0
13.9450, 363, 542, 0, 0
13.9710, 363, 542, 0, 0
13.9960, 363, 543, 0, 0
14.0230, 363, 543, 0, 0
14.0480, 363, 542, 0, 0
14.0750, 364, 541, 0, 0
14.1010, 364, 540, 0, 0
14.1260, 365, 540, 0, 0
14.1530, 364, 539, 0, 0
14.1780, 365, 541, 0, 0
14.2050, 365, 540, 0, 0
14.2310, 364, 539, 0, 0
14.2560, 365, 538, 0, 0
14.2830, 366, 538, 0, 0
14.3090, 366, 538, 0, 0
14.3350, 366, 537, 0, 0
14.3610, 366, 536, 0, 0
14.3860, 366, 537, 0, 0
14.4130, 366, 535, 0, 0
14.4390, 366, 535, 0, 0
14.4640, 366, 534, 0, 0
14.4910, 366, 534, 0, 0
14.5160, 367, 534, 0, 0
14.5430, 366, 534, 0, 0
14.5690, 366, 534, 0, 0
14.5940, 366, 534, 0, 0
14.6210, 367, 536, 0, 0
14.6460, 365, 535, 0, 0
14.6730, 365, 535, 0, 0
14.6990, 367, 534, 0, 0
14.7240, 366, 535, 0, 0
14.7510, 365, 533, 0, 0
14.7760, 365, 534, 0, 0
14.8030, 364, 534, 0, 0
14.8290, 365, 535, 0, 0
14.8540, 364, 534, 0, 0
14.8810, 365, 535, 0, 0
14.9070, 364, 535, 0, 0
14.9320, 363, 536, 0, 0
14.9590, 363, 536, 0, 0
14.9840, 363, 537, 0, 0
15.0110, 362, 537, 0, 0
15.0370, 362, 537, 0, 0
15.0620, 361, 537, 0, 0
15.0890, 361, 539, 0, 0
15.1140, 361, 539, 0, 0
15.1410, 360, 539, 0, 0
15.1670, 361, 539, 0, 0
15.1920, 360, 539, 0, 0
15.2190, 359, 540, 0, 0
15.2440, 361, 541, 0, 0
15.2710, 360, 541, 0, 0
15.2970, 361, 541, 0, 0
15.3220, 361, 541, 0, 0
15.3490, 360, 541, 0, 0
15.3740, 361, 541, 0, 0
15.4010, 362, 542, 0, 0
15.4270, 361, 543, 0, 0
15.4520, 361, 543, 0, 0
15.4790, 361, 543, 0, 0
15.5050, 361, 543, 0, 0
15.5300, 360, 543, 0, 0
15.5570, 360, 543, 0, 0
15.5820, 360, 544, 0, 0
15.6090, 359, 543, 0, 0
15.6350, 360, 543, 0, 0
15.6600, 361, 544, 0, 0
15.6870, 360, 544, 0, 0
15.7120, 361, 543, 0, 0
15.7390, 361, 543, 0, 0
15.7650, 362, 544, 0, 0
15.7900, 362, 544, 0, 0
15.8170, 362, 543, 0, 0
15.8420, 362, 544, 0, 0
15.8690, 362, 544, 0, 0
15.8950, 362, 544, 0, 0
15.9200, 363, 544, 0, 0
15.9470, 364, 544, 0, 0
15.9730, 363, 543, 0, 0
15.9990, 363, 543, 0, 0
16.0250, 364, 543, 0, 0
16.0500, 365, 543, 0, 0
16.0770, 365, 543, 0, 0
16.1030, 365, 542, 0, 0
16.1280, 365, 542, 0, 0
16.1550, 364, 543, 0, 0
16.1800, 365, 543, 0, 0
16.2070, 364, 543, 0, 0
16.2330, 365, 543, 0, 0
16.2580, 365, 544, 0, 0
16.2850, 365, 543, 0, 0
16.3100, 366, 543, 0, 0
16.3370, 364, 542, 0, 0
16.3630, 365, 543, 0, 0
16.3880, 365, 543, 0, 0
16.4150, 365, 543, 0, 0
16.4400, 364, 543, 0, 0
16.4670, 365, 542, 0, 0
16.4930, 365, 543, 0, 0
16.5180, 366, 542, 0, 0
16.5450, 366, 541, 0, 0
16.5710, 366, 541, 0, 0
16.5960, 366, 540, 0, 0
16.6230, 366, 539, 0, 0
16.6480, 367, 540, 0, 0
16.6750, 366, 539, 0, 0
16.7010, 366, 539, 0, 0
16.7260, 367, 539, 0, 0
16.7530, 366, 539, 0, 0
16.7780, 367, 539, 0, 0
16.8050, 367, 538, 0, 0
16.8310, 365, 538, 0, 0
16.8560, 366, 538, 0, 0
16.8830, 367, 538, 0, 0
16.9080, 367, 537, 0, 0
16.9350, 367, 536, 0, 0
16.9610, 368, 537, 0, 0
16.9860, 368, 536, 0, 0
17.0130, 367, 536, 0, 0
17.0380, 368, 537, 0, 0
17.0650, 368, 536, 0, 0
17.0910, 368, 537, 0, 0
17.1160, 369, 537, 0, 0
17.1430, 368, 537, 0, 0
17.1690, 368, 537, 0, 0
17.1940, 368, 537, 0, 0
17.2210, 368, 537, 0, 0
17.2460, 368, 537, 0, 0
17.2730, 368, 536, 0, 0
17.2990, 368, 535, 0, 0
17.3240, 369, 537, 0, 0
17.3510, 368, 537, 0, 0
17.3760, 368, 536, 0, 0
17.4030, 367, 536, 0, 0
17.4290, 368, 537, 0, 0
17.4540, 367, 537, 0, 0
17.4810, 367, 538, 0, 0
17.5060, 366, 538, 0, 0
17.5330, 366, 538, 0, 0
17.5590, 365, 539, 0, 0
17.5840, 365, 539, 0, 0
17.6110, 364, 539, 0, 0
17.6370, 364, 540, 0, 0
17.6630, 362, 540, 0, 0
17.6890, 362, 541, 0, 0
17.7140, 362, 541, 0, 0
17.7410, 363, 541, 0, 0
17.7670, 361, 541, 0, 0
17.7920, 362, 542, 0, 0
17.8190, 361, 542, 0, 0
17.8440, 361, 542, 0, 0
17.8710, 360, 542, 0, 0
17.8970, 361, 542, 0, 0
17.9220, 361, 542, 0, 0
17.9490, 359, 543, 0, 0
17.9740, 359, 543, 0, 0
18.0010, 359, 543, 0, 0
18.0270, 359, 543, 0, 0
18.0520, 359, 543, 0, 0
18.0790, 358, 544, 0, 0
18.1040, 358, 545, 0, 0
18.1310, 358, 544, 0, 0
18.1570, 359, 545, 0, 0
18.1820, 358, 546, 0, 0
18.2090, 357, 546, 0, 0
18.2350, 358, 546, 0, 0
18.2600, 358, 545, 0, 0
18.2870, 358, 545, 0, 0
18.3120, 356, 546, 0, 0
18.3390, 356, 546, 0, 0
18.3650, 357, 546, 0, 0
18.3900, 357, 546, 0, 0
18.4170, 357, 547, 0, 0
18.4420, 357, 546, 0, 0
18.4690, 358, 546, 0, 0
18.4950, 358, 547, 0, 0
18.5200, 359, 547, 0, 0
18.5470, 360, 545, 0, 0
18.5720, 361, 546, 0, 0
18.5990, 360, 545, 0, 0
18.6250, 361, 546, 0, 0
18.6500, 361, 545, 0, 0
18.6770, 363, 545, 0, 0
18.7020, 362, 546, 0, 0
18.7290, 361, 545, 0, 0
18.7550, 362, 545, 0, 0
18.7800, 363, 545, 0, 0
18.8070, 362, 545, 0, 0
18.8330, 363, 545, 0, 0
18.8580, 362, 544, 0, 0
18.8850, 362, 545, 0, 0
18.9100, 361, 545, 0, 0
18.9370, 362, 543, 0, 0
18.9630, 362, 543, 0, 0
18.9880, 363, 543, 0, 0
19.0150, 362, 541, 0, 0
19.0400, 364, 542, 0, 0
19.0670, 364, 541, 0, 0
19.0930, 363, 540, 0, 0
19.1180, 365, 539, 0, 0
19.1450, 365, 540, 0, 0
19.1700, 364, 541, 0, 0
19.1970, 364, 540, 0, 0
19.2230, 365, 540, 0, 0
19.2480, 364, 540, 0, 0
19.2750, 365, 540, 0, 0
19.3010, 366, 539, 0, 0
19.3270, 366, 538, 0, 0
19.3530, 366, 537, 0, 0
19.3780, 365, 537, 0, 0
19.4050, 366, 537, 0, 0
19.4310, 367, 537, 0, 0
19.4560, 366, 537, 0, 0
19.4830, 366, 537, 0, 0
19.5080, 366, 538, 0, 0
19.5350, 366, 537, 0, 0
19.5610, 366, 538, 0, 0
19.5860, 366, 538, 0, 0
19.6130, 365, 539, 0, 0
19.6380, 365, 538, 0, 0
19.6650, 365, 538, 0, 0
19.6910, 365, 538, 0, 0
19.7160, 365, 537, 0, 0
19.7430, 365, 539, 0, 0
19.7680, 365, 538, 0, 0
19.7950, 364, 539, 0, 0
19.8210, 364, 538, 0, 0
19.8460, 364, 539, 0, 0
19.8730, 364, 539, 0, 0
19.8990, 363, 540, 0, 0
19.9240, 363, 541, 0, 0
19.9510, 363, 541, 0, 0
19.9760, 363, 541, 0, 0
20.0030, 363, 541, 0, 0
20.0290, 362, 542, 0, 0
20.0540, 363, 542, 0, 0
20.0810, 362, 542, 0, 0
20.1060, 361, 543, 0, 0
20.1330, 363, 543, 0, 0
20.1590, 361, 543, 0, 0
20.1840, 361, 543, 0, 0
20.2110, 361, 544, 0, 0
20.2360, 363, 544, 0, 0
20.2630, 361, 544, 0, 0
20.2890, 362, 545, 0, 0
20.3140, 362, 544, 0, 0
20.3410, 362, 545, 0, 0
20.3660, 362, 545, 0, 0
20.3930, 362, 545, 0, 0
20.4190, 363, 545, 0, 0
20.4440, 363, 544, 0, 0
20.4710, 364, 545, 0, 0
20.4970, 363, 545, 0, 0
20.5220, 364, 545, 0, 0
20.5490, 364, 545, 0, 0
20.5740, 364, 545, 0, 0
20.6010, 364, 545, 0, 0
20.6270, 364, 545, 0, 0
20.6520, 364, 545, 0, 0
20.6790, 365, 544, 0, 0
20.7040, 364, 545, 0, 0
20.7310, 365, 545, 0, 0
20.7570, 366, 545, 0, 0
20.7820, 365, 544, 0, 0
20.8090, 365, 545, 0, 0
20.8340, 365, 545, 0, 0
20.8610, 366, 545, 0, 0
20.8870, 365, 544, 0, 0
20.9120, 366, 545, 0, 0
20.9390, 366, 543, 0, 0
20.9650, 367, 545, 0, 0
20.9910, 367, 544, 0, 0
21.0170, 368, 544, 0, 0
21.0420, 368, 544, 0, 0
21.0690, 367, 544, 0, 0
21.0950, 368, 543, 0, 0
21.1200, 368, 543, 0, 0
21.1470, 368, 543, 0, 0
21.1720, 369, 543, 0, 0
21.1990, 369, 543, 0, 0
21.2250, 368, 543, 0, 0
21.2500, 369, 543, 0, 0
21.2770, 369, 543, 0, 0
21.3020, 369, 543, 0, 0
21.3290, 370, 543, 0, 0
21.3550, 370, 541, 0, 0
21.3800, 370, 541, 0, 0
21.4070, 371, 542, 0, 0
21.4320, 371, 540, 0, 0
21.4590, 372, 539, 0, 0
21.4850, 372, 538, 0, 0
21.5100, 373, 539, 0, 0
21.5370, 373, 538, 0, 0
21.5630, 373, 538, 0, 0
21.5880, 373, 537, 0, 0
21.6150, 374, 537, 0, 0
21.6400, 373, 537, 0, 0
21.6670, 373, 538, 0, 0
21.6930, 373, 538, 0, 0
21.7180, 373, 537, 0, 0
21.7450, 373, 537, 0, 0
21.7700, 373, 537, 0, 0
21.7970, 373, 538, 0, 0
21.8230, 374, 537, 0, 0
21.8480, 373, 537, 0, 0
21.8750, 374, 537, 0, 0
21.9000, 374, 538, 0, 0
21.9270, 373, 538, 0, 0
21.9530, 373, 539, 0, 0
21.9780, 373, 539, 0, 0
22.0050, 372, 539, 0, 0
22.0300, 372, 539, 0, 0
22.0570, 372, 538, 0, 0
22.0830, 371, 538, 0, 0
22.1080, 371, 539, 0, 0
22.1350, 370, 539, 0, 0
22.1610, 369, 539, 0, 0
22.1860, 370, 539, 0, 0
22.2130, 368, 539, 0, 0
22.2380, 369, 540, 0, 0
22.2650, 368, 541, 0, 0
22.2910, 367, 541, 0, 0
22.3160, 365, 541, 0, 0
22.3430, 367, 542, 0, 0
22.3680, 366, 542, 0, 0
22.3950, 365, 542, 0, 0
22.4210, 366, 543, 0, 0
22.4460, 367, 543, 0, 0
22.4730, 365, 543, 0, 0
22.4980, 365, 543, 0, 0
22.5250, 365, 544, 0, 0
22.5510, 366, 544, 0, 0
22.5760, 366, 544, 0, 0
22.6030, 364, 545, 0, 0
22.6290, 364, 544, 0, 0
22.6550, 366, 546, 0, 0
22.6810, 364, 545, 0, 0
22.7060, 362, 545, 0, 0
22.7330, 363, 546, 0, 0
22.7590, 364, 546, 0, 0
22.7840, 363, 547, 0, 0
22.8110, 364, 546, 0, 0
22.8360, 364, 546, 0, 0
22.8630, 364, 547, 0, 0
22.8890, 362, 547, 0, 0
22.9140, 361, 548, 0, 0
22.9410, 362, 548, 0, 0
22.9660, 362, 548, 0, 0
22.9930, 362, 548, 0, 0
23.0190, 363, 548, 0, 0
23.0440, 363, 548, 0, 0
23.0710, 365, 548, 0, 0
23.0960, 366, 548, 0, 0
23.1230, 365, 548, 0, 0
23.1490, 366, 548, 0, 0
23.1740, 365, 548, 0, 0
23.2010, 366, 547, 0, 0
23.2270, 367, 548, 0, 0
23.2520, 367, 547, 0, 0
23.2790, 367, 547, 0, 0
23.3040, 368, 548, 0, 0
23.3310, 368, 547, 0, 0
23.3570, 370, 547, 0, 0
23.3820, 369, 546, 0, 0
23.4090, 369, 547, 0, 0
23.4340, 370, 546, 0, 0
23.4610, 369, 545, 0, 0
23.4870, 369, 545, 0, 0
23.5120, 370, 547, 0, 0
23.5390, 369, 546, 0, 0
23.5640, 370, 545, 0, 0
23.5910, 369, 546, 0, 0
23.6170, 369, 547, 0, 0
23.6420, 370, 545, 0, 0
23.6690, 370, 546, 0, 0
23.6940, 369, 546, 0, 0
23.7210, 370, 546, 0, 0
23.7470, 370, 546, 0, 0
23.7720, 369, 546, 0, 0
23.7990, 370, 545, 0, 0
23.8250, 370, 544, 0, 0
23.8500, 371, 544, 0, 0
23.8770, 370, 544, 0, 0
23.9020, 371, 543, 0, 0
23.9290, 372, 543, 0, 0
23.9550, 372, 543, 0, 0
23.9800, 372, 544, 0, 0
24.0070, 371, 543, 0, 0
24.0320, 372, 543, 0, 0
24.0590, 372, 543, 0, 0
24.0850, 372, 542, 0, 0
24.1100, 372, 543, 0, 0
24.1370, 371, 542, 0, 0
24.1620, 371, 542, 0, 0
24.1890, 372, 541, 0, 0
24.2150, 371, 542, 0, 0
24.2400, 372, 541, 0, 0
24.2670, 372, 539, 0, 0
24.2930, 371, 540, 0, 0
24.3190, 371, 539, 0, 0
24.3450, 372, 539, 0, 0
24.3700, 371, 538, 0, 0
24.3970, 372, 539, 0, 0
24.4230, 372, 539, 0, 0
24.4480, 372, 539, 0, 0
24.4750, 372, 539, 0, 0
24.5000, 371, 539, 0, 0
24.5270, 370, 538, 0, 0
24.5530, 371, 538, 0, 0
24.5780, 371, 538, 0, 0
24.6050, 371, 539, 0, 0
24.6300, 371, 539, 0, 0
24.6570, 371, 539, 0, 0
24.6830, 371, 539, 0, 0
24.7080, 371, 539, 0, 0
24.7350, 371, 540, 0, 0
24.7600, 371, 541, 0, 0
24.7870, 370, 541, 0, 0
24.8130, 371, 540, 0, 0
24.8380, 370, 540, 0, 0
24.8650, 370, 540, 0, 0
Trial 2 ended
Trial 3 started
time, up, down, lbl_up, lbl_down
0.0000, 372, 534, 0, 0
0.0100, 373, 535, 0, 0
0.0350, 373, 536, 0, 0
0.0600, 373, 536, 0, 0
0.0850, 371, 536, 0, 0
0.1100, 373, 536, 0, 0
0.1340, 372, 536, 0, 0
0.1600, 371, 535, 0, 0
0.1850, 370, 536, 0, 0
0.2090, 370, 536, 0, 0
0.2350, 370, 536, 0, 0
0.2590, 368, 536, 0, 0
0.2850, 368, 537, 0, 0
0.3100, 368, 537, 0, 0
0.3340, 368, 536, 0, 0
0.3600, 368, 537, 0, 0
0.3840, 367, 538, 0, 0
0.4090, 368, 537, 0, 0
0.4350, 369, 537, 0, 0
0.4590, 368, 539, 0, 0
0.4850, 368, 538, 0, 0
0.5090, 368, 539, 0, 0
0.5340, 370, 540, 0, 0
0.5590, 369, 540, 0, 0
0.5840, 370, 541, 0, 0
0.6090, 371, 542, 0, 0
0.6340, 370, 541, 0, 0
0.6590, 369, 542, 0, 0
0.6840, 368, 543, 0, 0
0.7090, 370, 544, 0, 0
0.7340, 369, 543, 0, 0
0.7590, 369, 543, 0, 0
0.7840, 368, 544, 0, 0
0.8080, 368, 543, 0, 0
0.8340, 368, 543, 0, 0
0.8580, 369, 544, 0, 0
0.8840, 369, 543, 0, 0
0.9090, 369, 543, 0, 0
0.9330, 369, 543, 0, 0
0.9590, 368, 544, 0, 0
0.9830, 367, 543, 0, 0
1.0080, 368, 544, 0, 0
1.0340, 367, 543, 0, 0
1.0580, 365, 544, 0, 0
1.0840, 365, 544, 0, 0
1.1080, 365, 544, 0, 0
1.1330, 366, 544, 0, 0
1.1580, 364, 543, 0, 0
1.1830, 364, 544, 0, 0
1.2080, 365, 545, 0, 0
1.2330, 365, 545, 0, 0
1.2580, 364, 545, 0, 0
1.2830, 363, 545, 0, 0
1.3080, 363, 546, 0, 0
1.3330, 365, 546, 0, 0
1.3580, 365, 547, 0, 0
1.3830, 364, 547, 0, 0
1.4070, 365, 547, 0, 0
1.4330, 365, 547, 0, 0
1.4570, 365, 547, 0, 0
1.4830, 366, 546, 0, 0
1.5080, 364, 546, 0, 0
1.5320, 366, 546, 0, 0
1.5580, 367, 546, 0, 0
1.5820, 368, 546, 0, 0
1.6070, 368, 544, 0, 0
1.6330, 369, 545, 0, 0
1.6570, 371, 544, 0, 0
1.6830, 371, 543, 0, 0
1.7070, 371, 543, 0, 0
1.7320, 372, 542, 0, 0
1.7580, 373, 542, 0, 0
1.7820, 373, 542, 0, 0
1.8070, 373, 540, 0, 0
1.8320, 373, 540, 0, 0
1.8570, 375, 541, 0, 0
1.8820, 374, 540, 0, 0
1.9070, 376, 540, 0, 0
1.9320, 377, 541, 0, 0
1.9570, 377, 541, 0, 0
1.9820, 376, 541, 0, 0
2.0060, 378, 542, 0, 0
2.0320, 378, 541, 0, 0
2.0570, 379, 541, 0, 0
2.0820, 379, 541, 0, 0
2.1070, 379, 541, 0, 0
2.1310, 381, 540, 0, 0
2.1570, 382, 539, 0, 0
2.1810, 382, 539, 0, 0
2.2060, 383, 539, 0, 0
2.2320, 382, 539, 0, 0
2.2560, 382, 538, 0, 0
2.2820, 384, 537, 0, 0
2.3060, 383, 537, 0, 0
2.3310, 382, 536, 0, 0
2.3570, 382, 534, 0, 0
2.3810, 383, 532, 0, 0
2.4060, 384, 533, 0, 0
2.4310, 383, 532, 0, 0
2.4560, 382, 531, 0, 1
2.4810, 384, 532, 0, 0
2.5060, 382, 531, 0, 1
2.5310, 383, 530, 0, 1
2.5560, 383, 531, 0, 1
2.5810, 381, 531, 0, 1
2.6050, 381, 531, 0, 1
2.6310, 381, 531, 0, 1
2.6560, 382, 532, 0, 0
2.6810, 381, 531, 0, 1
2.7060, 381, 532, 0, 0
2.7300, 380, 532, 0, 0
2.7560, 381, 532, 0, 0
2.7810, 379, 532, 0, 0
2.8050, 381, 533, 0, 0
2.8310, 380, 533, 0, 0
2.8550, 379, 533, 0, 0
2.8810, 379, 533, 0, 0
2.9050, 379, 533, 0, 0
2.9300, 380, 534, 0, 0
2.9560, 378, 534, 0, 0
2.9800, 377, 535, 0, 0
3.0050, 378, 535, 0, 0
3.0300, 377, 536, 0, 0
3.0550, 378, 536, 0, 0
3.0810, 376, 537, 0, 0
3.1050, 376, 538, 0, 0
3.1300, 377, 538, 0, 0
3.1550, 376, 537, 0, 0
3.1800, 375, 539, 0, 0
3.2040, 375, 538, 0, 0
3.2300, 375, 539, 0, 0
3.2550, 376, 540, 0, 0
3.2800, 374, 541, 0, 0
3.3050, 372, 541, 0, 0
3.3290, 374, 542, 0, 0
3.3550, 372, 542, 0, 0
3.3800, 372, 542, 0, 0
3.4040, 372, 542, 0, 0
3.4300, 373, 543, 0, 0
3.4540, 374, 543, 0, 0
3.4800, 371, 544, 0, 0
3.5040, 371, 544, 0, 0
3.5290, 371, 545, 0, 0
3.5550, 370, 544, 0, 0
3.5790, 370, 545, 0, 0
3.6040, 370, 545, 0, 0
3.6290, 371, 546, 0, 0
3.6540, 370, 546, 0, 0
3.6800, 371, 546, 0, 0
3.7040, 370, 546, 0, 0
3.7290, 371, 546, 0, 0
3.7540, 370, 547, 0, 0
3.7790, 372, 546, 0, 0
3.8030, 372, 547, 0, 0
3.8290, 372, 548, 0, 0
3.8540, 373, 546, 0, 0
3.8790, 374, 545, 0, 0
3.9040, 374, 546, 0, 0
3.9280, 375, 547, 0, 0
3.9540, 375, 546, 0, 0
3.9790, 375, 546, 0, 0
4.0030, 375, 546, 0, 0
4.0290, 376, 545, 0, 0
4.0530, 375, 545, 0, 0
4.0790, 377, 544, 0, 0
4.1040, 377, 544, 0, 0
4.1280, 378, 543, 0, 0
4.1540, 378, 543, 0, 0
4.1780, 378, 542, 0, 0
4.2030, 380, 542, 0, 0
4.2280, 380, 541, 0, 0
4.2530, 380, 541, 0, 0
4.2790, 381, 542, 0, 0
4.3030, 381, 542, 0, 0
4.3280, 382, 541, 0, 0
4.3530, 383, 542, 0, 0
4.3780, 383, 542, 0, 0
4.4030, 384, 541, 0, 0
4.4280, 383, 542, 0, 0
4.4530, 384, 541, 0, 0
4.4780, 385, 541, 0, 0
4.5030, 385, 541, 0, 0
4.5270, 386, 541, 0, 0
4.5530, 388, 540, 0, 0
4.5780, 389, 540, 0, 0
4.6020, 389, 540, 0, 0
4.6280, 389, 540, 0, 0
4.6520, 390, 540, 0, 0
4.6780, 389, 540, 0, 0
4.7030, 390, 541, 0, 0
4.7270, 390, 539, 0, 0
4.7530, 390, 540, 0, 0
4.7770, 391, 539, 0, 0
4.8020, 390, 538, 0, 0
4.8270, 391, 538, 0, 0
4.8520, 391, 536, 0, 0
4.8780, 390, 537, 0, 0
4.9020, 391, 536, 0, 0
4.9270, 392, 536, 0, 0
4.9520, 391, 535, 0, 0
4.9770, 391, 535, 0, 0
5.0020, 391, 535, 0, 0
5.0270, 390, 536, 0, 0
5.0520, 390, 537, 0, 0
5.0770, 390, 535, 0, 0
5.1020, 390, 536, 0, 0
5.1260, 392, 536, 0, 0
5.1520, 390, 536, 0, 0
5.1770, 392, 536, 0, 0
5.2010, 390, 535, 0, 0
5.2270, 390, 535, 0, 0
5.2510, 389, 536, 0, 0
5.2770, 388, 536, 0, 0
5.3020, 388, 536, 0, 0
5.3260, 387, 536, 0, 0
5.3520, 388, 538, 0, 0
5.3760, 385, 538, 0, 0
5.4010, 384, 538, 0, 0
5.4270, 384, 538, 0, 0
5.4510, 382, 540, 0, 0
5.4770, 382, 540, 0, 0
5.5010, 382, 539, 0, 0
5.5260, 380, 540, 0, 0
5.5510, 381, 541, 0, 0
5.5760, 378, 542, 0, 0
